name,full_name,overall_rating
T. Lam,Thomas Lam,67
P. Hosiner,Philipp Hosiner,67
A. Skov Olsen,Andreas Skov Olsen,67
J. von Haacke,Julian von Haacke,67
Miguel Oliveira,Miguel Aires Fernandes Olivera,67
R. Rep,Rajko Rep,67
Alex Doneiro,Alex Charles Doneiro Gomes,67
G. Mastinu,Giuseppe Mastinu,67
C. Mahoney,Connor Mahoney,67
J. Fortes,Jeffry Fortes,67
M. Mandorlini,Matteo Mandorlini,67
M. Ullmann,Maximilian Ullmann,67
M. Sylla,Moussa Sylla,67
J. Miño,Juan Pablo Miño,67
D. Bizimana,Djihad Bizimana,67
N. Seufert,Nils Seufert,67
D. Prokop,Dominik Prokop,67
E. Padella,Emanuele Padella,67
R. Cereceda,Roberto Cereceda,67
Javi Flores,Javier Flores Santacruz,67
J. Báez,Jaime Báez,67
M. Starke,Manfred Starke,67
Y. Kurtuluş,Yekta Kurtuluş,67
R. Tait,Richard Tait,67
Frederico Rendel,Frederico Luis Rendel Barreto,67
J. Grounds,Jonathan Grounds,67
Álvaro Traver,Álvaro Traver Navarrete,67
M. Farrona Pulido,Manuel Farrona Pulido,67
P. Izzo,Paul Izzo,67
A. Iacobucci,Alessandro Iacobucci,67
E. Salomonsson,Emil Salomonsson,67
T. Breukers,Tim Breukers,67
I. Ochoa,Iván Fernando Ochoa Chávez,67
C. Mafla,Christian Camilo Mafla Rebellón,67
F. Öztorun,Ferhat Öztorun,67
J. Buxton,Jake Buxton,67
O. Čelůstka,Ondřej Čelůstka,67
X. Arreaga,Xavier Arreaga,67
J. Gómez,Juan Pablo Gómez Vidal,67
B. Sankoh,Baïssama Sankoh,67
Guarrotxena,Iker Guarrotxena Vallejo,67
Matheus Índio,Matheus da Cunha Gomes,67
D. Furlong,Darnell Furlong,67
G. Iñíguez,Gaspar Emanuel Iñíguez,67
Accioly,Danildo Jose Sao Pedro Accioly Filho,67
D. Swanson,Danny Swanson,67
D. Jovanović,Djordje Jovanović,67
R. Lundström,Robert Lundström,67
T. Elliott,Tom Elliott,67
L. Heredia,Leonardo Matías Heredia,67
R. Yamanaka,山中 亮輔,67
Alan Schons,Alan Eduardo Schons,67
M. McNulty,Marc McNulty,67
Piao Cheng,朴成,67
M. Janota,Michal Janota,67
S. MacDonald,Shaun MacDonald,67
L. da Silva Lopes,Leonardo da Silva Lopes,67
César Arzo,César Arzo Amposta,67
C. Albanis,Christos Albanis,67
E. Purita,Emiliano Purita,67
C. Rodríguez,Carlos Alberto Rodríguez Gómez,67
M. Finotto,Mattia Finotto,67
K. Matsubara,松原 健,67
P. Corral,Pablo Ignacio Corral Mondaca,67
S. Lex,Stefan Lex,67
C. Ramírez,Cándido Ramírez,67
Estevãtinho,Estevão Danilo Rios Chiamulera,67
Lucas Venuto,Lucas Henrique Ferreira Venuto,67
A. Gomes,Angel Gomes,67
D. Agazzi,Davide Agazzi,67
F. Escobar,Franco Escobar,67
D. Del Fabro,Dario Del Fabro,67
E. Trejo,Erbín Trejo,67
L. Ilić,Luka Ilić,67
N. Butzen,Nils Butzen,67
Lee Seok Hyun,이석현 李硕贤,67
A. Leitner,Andreas Leitner,67
K. Bručić,Karlo Bručić,67
M. Dräger,Mohamed Dräger,67
F. Fydriszewski,Francisco Fydriszewski,67
J. Bager,Jonas Bager,67
N. Zimling,Niki  Dige Zimling,67
M. Smith,Michael Smith,67
J. Dehm,Jannik Dehm,67
F. Palacios Martínez,Federico Palacios Martínez,67
A. Zapata,Alexis Zapata Álvarez,67
L. Bostyn,Louis Bostyn,67
I. Henderson,Ian Henderson,67
F. Orlando,Francesco Orlando,67
Nuno Cedrim,Nuno Caio Cedrim Feitosa,67
H. Rojas,Henry Andrés Rojas Delgado,67
M. Saadane,Marwane Saadane,67
E. Ba,El-Hadji Ba,67
A. Gouiri,Amine Gouiri,67
B. Toma,Bastien Toma,67
N. Dussenne,Noë Dussenne,67
S. Ferguson,Shane Ferguson,67
Charles,Charles Fernando Basilio da Silva,67
L. Wolsztyński,Łukasz Wolsztyński,67
L. Clemenza,Luca Clemenza,67
G. Tormin,Guévin Tormin,67
S. Molina,Salvatore Molina,67
R. Williams,Ronwen Williams,67
H. Shala,Herolind Shala,67
M. Ritzmaier,Marcel Ritzmaier,67
Ilhamjan Iminjan,伊力哈木江·伊明江,67
J. Demetriou,Jason Demetriou,67
D. Cardoso,Daniel Cardoso,67
M. Jonckheere,Michiel Jonckheere,67
R. Blanco,Ricardo Darío Blanco,67
V. Janjičić,Vasilije Janjičić,67
M. Bíttolo,Mariano Bíttolo,67
Tekio,Sergio Blázquez Sánchez,67
E. Larsson,Eric Larsson,67
P. Mortensen,Patrick Mortensen,67
Zé Manuel,José Manuel da Silva Oliveira,67
M. Hornschuh,Marc Hornschuh,67
Camacho,Juan José Camacho Barnola,67
L. Zarandia,Luka Zarandia,67
M. Sayouba,Mandé Sayouba,67
R. Ligeon,Ruben Ligeon,67
Z. Korcsmár,Zsolt Korcsmár,67
S. Bertram,Sören Bertram,67
S. Quinn,Stephen Quinn,67
Zubiaurre,Andoni Zubiaurre Dorronsoro,67
L. Ferguson,Lewis Ferguson,67
F. Brandán,Fernando Daniel  Brandán,67
A. Ngamukol,Anatole Ngamukol,67
M. de Leeuw,Michael de Leeuw,67
L. Taylor,Lyle Taylor,67
S. Moore,Simon Moore,67
F. Ben Youssef,Fakhereedine Ben Youssef,67
F. Ulvestad,Fredrik Ulvestad,67
J. Cascante,Julio César Cascante Solórzano,67
E. Nazaryna,Egor Nazaryna,67
D. Koppers,Dico Koppers,67
M. Vidal,Marc Vidal,67
Y. Yeboah,Yaw Yeboah,67
Castro,Carlos Castro García,67
D. Steres,Daniel Steres,67
D. Pollet,David Pollet,67
S. Ferreira,Sebastián Ferreira,67
S. Schuppan,Sebastian Schuppan,67
A. Sørensen,Asger Sørensen,67
C. Durkin,Chris Durkin,67
V. Bora,Vedat Bora,67
A. Al Sahabi,Aqeel Al Sahabi,67
Serginho,Sérgio Gabriel da Silva Andrade,67
N. Mitrović,Nemanja Mitrović,67
M. Little,Mark Little,67
Welson Leima,Welson Emílio Leima Garcia,67
Danilson da Cruz,Danilson da Cruz Gomes,67
Freire,Leandro Freire de Araújo,67
M. El Hamdaoui,Mounir El Hamdaoui,67
C. Ramsebner,Christian Ramsebner,67
De La Hoz,César De La Hoz López,67
L. Néry,Loris Néry,67
S. Makienok,Simon Makienok Christoffersen,67
Luís Maximiano,Luís Manuel Arantes Maximiano,67
Fábio,Fábio Szymonek,67
B. Boulahroud,Badr Boulahroud,67
L. Strizzolo,Luca Strizzolo,67
D. Wouters,Dries Wouters,67
M. Johnson,Marvin Johnson,67
M. Pinato,Marco Pinato,67
N. Yeri,Nahuel Yeri,67
S. Gbohouo,Sylvain Gbohouo,67
R. Hall,Rob Hall,67
S. Cronin,Sam Cronin,67
Gu Cao,顾操,67
I. Traoré,Ibrahim Traoré,67
B. Girth,Benjamin Girth,67
D. Hägele,Daniel Hägele,67
D. Mendiseca,Darío Mendiseca,67
M. Hernández,Edgar Melitón Hernández Cabrera,67
Luís Cortez,Luís Miguel  Pereira Cortez,67
A. González,Alejandro Damián González Hernández,67
G. Loovens,Glenn Loovens,67
Fabrício,Fabrício Silva Dornellas,67
Toché,José Verdú Nicolás,67
L. Lindsay,Liam Lindsay,67
J. Skalák,Jiří Skalák,67
N. Proschwitz,Nick Proschwitz,67
M. Carretta,Mirko Carretta,67
C. Martschinko,Christoph Martschinko,67
D. Høegh,Daniel Høegh,67
Héctor Rodas,Héctor Rodas Ramírez,67
A. Nalini,Andrea Nalini,67
A. Sánchez,Alejandro Sánchez,67
J. Ligali,Jonathan Ligali,67
Getterson,Getterson Alves dos Santos,67
M. Sadler,Matthew Sadler,67
J. Pajoy,John Fredy Pajoy Ortíz,67
R. Jérez,Ricardo Antonio Jérez Figueroa,67
K. Nagai,永井 謙佑,67
T. Meißner,Thomas Meißner,67
J. Schauerte,Julian Schauerte,67
M. Jiménez,Miguel Jiménez Ponce,67
Aylton Boa Morte,Aylton Filipe Boa Morte,67
K. Broll,Kevin Broll,67
F. Miguel,Florian Miguel,67
K. Altınay,Koray Altınay,67
R. Williams,Ryan Williams,67
T. Grøgaard,Thomas Grøgaard,67
S. Kulovits,Stefan Kulovits,67
J. Nation,Jonatan Tollås Nation,67
H. Singh,Harmeet Singh,67
João Carlos,João Carlos Cardoso Santo,67
Alan Sousa,Allan Gonçalves Sousa,67
R. Frosler,Reeve Frosler,67
A. Rossi,Alessandro Rossi,67
J. Bizama,Jose Carlos Bizama Venegas,67
A. Lazaar,Achraf Lazaar,67
N. Vélez,Nicolás Vélez,67
M. Konrad,Manuel Konrad,67
G. Maggiore,Giulio Maggiore,67
S. Palombi,Simone Palombi,67
E. Capradossi,Elio Capradossi,67
M. Gajos,Maciej Gajos,67
J. Billong,Jean-Claude Billong,67
A. Hrustić,Ajdin Hrustić,67
A. Jovanović,Aleksandar Jovanović,67
Pedro Trigueira,Pedro José  da Silva Trigueira,67
L. Sercombe,Liam Sercombe,67
D. Romo,Javier Darío Romo Barrón,67
Toni Martínez,Antonio Martínez López,67
R. Zhemaletdinov,Rifat Zhemaletdinov,67
J. Andrada,Juan Andrada,67
G. Docherty,Greg Docherty,67
G. Massey,Gavin Massey,67
G. Dicker,Gary Dicker,67
J. Duverne,Jean-Kévin Duverne,67
Éverton Luiz,Éverton Luiz Guimarães Bilher,67
M. Możdżeń,Mateusz Możdżeń,67
M. Đurić,Milan Đurić,67
F. Gino,Federico Gino,67
J. Vachoux,Jérémy Vachoux,67
D. Milinković,David Milinković,67
F. Al Qarni,Fawaz Al Qarni,67
T. Boyd,Terrence Boyd,67
S. Eastwood,Simon Eastwood,67
D. Rigo,Dante Rigo,67
Wilsson Rosito,Wilson Allan Rosan Dourado,67
D. Goutas,Dimitrios Goutas,67
S. Leuko,Serge Sidoine Tchaha Leuko,67
Bruno Mendes,Bruno Pereira Mendes,67
Choi Sung Keun,최성근 崔圣根,67
C. Shields,Chris Shields,67
J. Baffoe,Joseph Baffoe,67
R. Martin,Russell Martin,67
F. Wadja,Franklin Wadja,67
F. Dagerstål,Filip Dagerstål,67
Samu,Fábio Samuel Amorim Silva,67
N. Cherubin,Nicolò Cherubin,67
Nuno Valente,Nuno Daniel Costeira Valente,67
A. Asiri,Ahmad Hassan Hassan Asiri,67
R. Miyaichi,宮市 亮,67
N. Linares,Nicolás Linares,67
M. Troiano,Michele Troiano,67
J. Valencia,José Valencia,67
Melvin Regalito,Melvin Luan Regalo Sousa,67
G. Ariyibi,Gboly Ariyibi,67
R. Di Gennaro,Raffaele Di Gennaro,67
G. Hupperts,Guus Hupperts,67
A. Arellano,Aldo Misael Arellano Miranda,67
S. Edera,Simone Edera,67
J. Alnwick,Jak Alnwick,67
J. Fernández,Julián Rodrigo Fernández,67
D. Blacha,David Blacha,67
M. Massop,Milan Massop,67
Claytisco Branco,Daniel Clayton Branco Julião,67
C. Tabó,Christian Alejandro Tabó Hornos,67
Salva Ruíz,Salvador Ruíz Rodríguez,67
R. Acquafresca,Robert Acquafresca,67
L. Parunashvili,Lasha Parunashvili,67
M. Saunier,Matthieu Saunier,67
A. Djoum,Gilles Arnaud Sutchuin Djoum,67
T. Taguchi,田口 泰士,67
R. Procházka,Roman Procházka,67
A. Fein,Adrian Fein,67
T. Müller,Tobias Müller,67
Tete Morente,José Antonio Morente Oliva,67
Akieme,Sergio Akieme Rodríguez,67
C. Vargas,Christian Vargas Cortés,67
Z. Dedič,Zlatko Dedič,67
U. Moses Ekpai,Ubong Moses Ekpai,67
A. Čermák,Aleš Čermák,67
Curro Sánchez,Francisco Jose Sánchez Rodriguez,67
L. Zander,Luca Zander,67
M. Donoso,Jorge Matías Donoso Garate,67
Assis,Assis Giovanaz,67
A. Ribera,Alexis Ribera,67
André Ferreira,André Filipe M. Ribeiro Ferreira,67
A. El Jadeyaoui,Alharbi El Jadeyaoui,67
P. Lipski,Patryk Lipski,67
J. Vela,Josh Vela,67
L. Puyo,Loïc Puyo,67
Tyronne,Tyronne Gustavo Del Pino Ramos,67
J. Mora,Joseph Martín Mora Cortéz,67
M. Bär,Marcel Bär,67
J. Dasilva,Jay Dasilva,67
A. Šemper,Adrian Šemper,67
J. Nietfeld,Jonas Nietfeld,67
Breno Laranjeiro,Breno Vicente Laranjeiro Rosan,67
K. Harris,Kadeem Harris,67
L. Haquin,Luis Haquin,67
E. Aguilar,Elías Fernando Aguilar Vargas,67
S. Grahovac,Srdjan Grahovac,67
S. McLaughlin,Stephen McLaughlin,67
D. Perić,Dino Perić,67
C. Soukou,Cebio Soukou,67
B. Atik,Barış Atik,67
J. Cummings,Jason Cummings,67
J. Samuelsen,Jone Samuelsen,67
L. Owona,Lucien Owona,67
Javi Hernández,Javier Hernández Cabrera,67
S. Skarlatidis,Simon Skarlatidis,67
P. Netzer,Philipp Netzer,67
Fred Soidares,Fred Kauê Soidares Lima,67
L. Samson,Louis Samson,67
Kwon Kyung Won,권경원 权敬源,67
M. Schwäbe,Marvin  Schwäbe,67
J. Omolo,Johanna Omolo,67
Douglas,Douglas da Silva Vieira,67
A. Messaoud,Ali Messaoud,67
E. Vega,Edison Vega,67
W. Droste,Wout Droste,67
M. Ricci,Matteo Ricci,67
D. van Mieghem,Daryl van Mieghem,67
A. Lioi,Andrés Lioi,67
Luan Peres,Luan Peres Petroni,67
Clemente,Paulo Clemente Ventura Raimundo,67
Felipe Saad,Felipe  Patavino Saad,67
H. Rivera,Harold Rivera Roa,67
A. Mowatt,Alex Mowatt,67
L. Kassi,Luc Kassi,67
B. Manu,Braydon Manu,67
B. Djimsiti,Berat  Djimsiti,67
M. Thiam,Mamadou Thiam,67
O. Albornoz,Omar Albornoz,67
J. Hendry,Jack Hendry,67
B. Borrello,Brandon Borrello,67
A. Calello,Adrián Calello,67
J. Sims,Joshua Sims,67
Kim Ho Jun,김호준 金浩军,67
L. Maboe,Lebohang Maboe,67
Josan,José Antonio Ferrández Pomares,67
Dani Ojeda,Daniel Ojeda Saranova,67
L. Rosseti,Lorenzo Valerio Rosseti,67
D. Iorfa,Dominic Iorfa,67
Bastos,Ángel Bastos Teijeira,67
A. Gasbarro,Andrea Gasbarro,67
João Kuspiosz,João Paulo Kuspiosz,67
D. Malone,Dion Malone,67
M. Cabit,Manuel Cabit,67
C. Grindheim,Christian Grindheim,67
Yago,Yago Henrique Severino dos Santos,67
Traeira Lopes,Filipe Vicente Traeira Lopes,67
M. Palmer,Matthew Palmer,67
V. Lundberg,Viktor Lundberg,67
Cristian Rivero,Cristian Rivero Sabater,67
M. Friedl,Marco Friedl,67
R. Koike,小池 龍太,67
Caro,José Antonio Caro Díaz,67
Ren Hang,任航,67
D. Mendoza,Diego Mendoza,67
M. Trapp,Maurice Trapp,67
M. Baudry,Mathieu Baudry,67
L. Šimić,Lorenco Šimić,67
A. Ba,Abdoul Ba,67
N. Poulsen,Nicolai Poulsen,67
F. Andriatsima,Faneva Imà Andriatsima,67
P. Pellegri,Pietro Pellegri,67
Y. Konno,今野 泰幸,67
R. López,Rodrigo López Alvarez,67
C. Morgan,Craig Morgan,67
A. Jung,Anthony Jung,67
B. Hamer,Ben Hamer,67
M. Campos,Matías Rodrigo Campos López,67
L. Cháves,Lucas Cháves,67
Hwang Jin Sung,황진성 黄景顺,67
Mateus Tangil,Mateus Bernardo Tangil Melo,67
M. Kenlock,Myles Kenlock,67
Fepe Avedo,Felipe Melvin Azevedo Lima,67
M. Godden,Matt Godden,67
N. Gerzić,Nordin Gerzić,67
G. Zarfino,Giovanni Zarfino,67
L. Verstraete,Louis Verstraete,67
Ramon Lopes,Ramon Lopes de Freitas,67
S. Ojo,Oluwaseyi Babajide Ojo,67
A. Vargas,Armando Junior Vargas Morales,67
Raúl Cámara,Raúl Miguel Cámara,67
Y. Toutouh,Youssef Toutouh,67
A. Vellios,Apostolos Vellios,67
José Kanté,José Kanté Martínez,67
D. Lovitz,Daniel Lovitz,67
Josema,José Manuel Sánchez Guillén,67
Guruzeta,Gorka Guruzeta Rodríguez,67
M. Koch,Menno Koch,67
C. Evans,Ched Evans,67
R. McGree,Riley McGree,67
J. Flanagan,Jon Flanagan,67
L. Vilsvik,Lars Vilsvik,67
W. Buckley,Will Buckley,67
A. Mannus,Alan Mannus,67
R. Le Normand,Robin Le Normand,67
M. Connolly,Matthew Connolly,67
M. Szwoch,Mateusz Szwoch,67
F. Raičević,Filip Raičević,67
Wellington,Wellington Luís de Sousa,67
N. Aguerd,Nayef Aguerd,67
F. Onyedinma,Fred Onyedinma,67
S. Kaikai,Sullay Kaikai,67
A. Campbell,Allan Campbell,67
B. Hines-Ike,Brendan Hines-Ike,67
C. Brannagan,Cameron Brannagan,67
Cristiano,Cristiano Pereira Figueiredo,67
M. Chrapek,Michał Chrapek,67
E. Kujović,Emir Kujović,67
C. Lade,Connor Lade,67
A. Davies,Adam Davies,67
W. Moke,Wilfred Moke,67
N. Eardley,Neal  Eardley,67
José Suárez,José Aurelio Suárez García,67
Mamadu Candé,Muhammad Youssuf Candé,67
E. Hyndman,Emerson Hyndman,67
M. Perrotta,Marco Perrotta,67
T. Mikkelsen,Tobias Pilegaard Mikkelsen,67
Gustavo Sauer,Gustavo Affonso Sauerbeck,67
L. Marengo,Ludcinio Marengo,67
A. Sambi Lokonga,Albert Sambi Lokonga,67
J. Ramírez,Juan Pablo Ramírez,67
N. Hammann,Nico Hammann,67
T. Lorch,Thembinkosi Lorch,67
A. Straith,Adam Straith,67
M. Zúñiga,Martín Eduardo Zúñiga Barria,67
M. James,Manjrekar James,67
E. Flores,Edison Flores,67
I. Toney,Ivan Toney,67
H. Watanabe,渡辺 洋文,67
D. Giraldo,Daniel Eduardo Giraldo Cárdenas,67
A. Shinnie,Andrew Shinnie,67
A. Dej,André Dej,67
Y. Meité,Yakou Meité,67
M. Perez,Manuel Perez,67
D. Fällman,David Fällman,67
C. Râpă,Cornel Râpă,67
J. Holland,James Holland,67
Carbonell,Alejandro Carbonell Vallés,67
B. Godfrey,Ben Godfrey,67
T. Blackett,Tyler  Blackett,67
K. Çelikay,Korcan Çelikay,67
C. Martins Pereira,Christopher Martins Pereira,67
S. Marreh,Sulayman Marreh,67
D. Pudil,Daniel Pudil,68
M. Pinto,Miguel Ángel Pinto Jérez,68
A. Salazar,Álvaro Luis Salazar Bravo,68
W. Sandilands,Wayne Sandilands,68
F. Bednarek,Filip Bednarek,68
H. Calcaterra,Horacio Calcaterra,68
M. Pessina,Matteo Pessina,68
S. Iljutcenko,Stanislav Iljutcenko,68
M. Vojvoda,Mërgim Vojvoda,68
C. Bedia,Chris Bedia,68
U. Rivas,Ulises Rivas Gilio,68
B. Addae,Bright Addae,68
M. Lais,Marc Lais,68
J. Gamonal,Jose Luis Gamonal Ruiz,68
H. Jurjus,Hidde Jurjus,68
U. Çakır,Uğurcan Çakır,68
Bruno Perone,Bruno Caldini Perone,68
K. Ziani,Karim Koceila Yanis Ziani,68
D. Capelli,Daniele Capelli,68
M. Turay,Mohamed Buya Turay,68
O. Duarte,William Omar Duarte Figueroa,68
J. Mabokgwane,Thapelo Jackson Mabokgwane,68
D. Roßbach,Damian Roßbach,68
E. Acolatse,Elton Acolatse,68
A. Kačaniklić,Alexander Kačaniklić,68
G. Arteaga,Gerardo Arteaga,68
M. Richards,Micah Richards,68
B. Meccariello,Biagio Meccariello,68
J. Gjasula,Jürgen Gjasula,68
L. Bacuna,Leandro Bacuna,68
H. Eyjólfsson,Hólmar Örn Eyjólfsson,68
A. Král,Alex Král,68
Hicham,Hicham Boussefiane,68
J. Vuković,Josip Vuković,68
S. Maier,Sebastian Maier,68
M. Titsch Rivero,Marcel Titsch Rivero,68
M. Samassa,Mamadou Samassa,68
Kim Min Hyeok,김민혁 金珉赫,68
G. Moncini,Gabriele Moncini,68
H. Marín,Hedgardo Marín,68
S. Ahmed Said,Said Ahmed Said,68
Han Kyo Won,한교원 韩教元,68
D. Ulvestad,Dan Peter Ulvestad,68
R. Grant,Rhyan Grant,68
Filipe Melo,Filipe Joaquim Melo Silva,68
R. Leonard,Ryan Leonard,68
P. Farkas,Patrick Farkas,68
N. Daghfous,Nejmeddin Daghfous,68
F. Passlack,Felix Passlack,68
G. Vargas,Gabriel Vargas,68
M. Thiel,Maximilian Thiel,68
J. Collins,Jamilu Collins,68
L. Caicedo,Luis Caicedo,68
D. Martínez,Diego Alejandro Martínez Marín,68
E. Kaş,Erkan Kaş,68
K. Friesenbichler,Kevin Friesenbichler,68
E. Håland,Erling Braut Håland,68
M. Clark,Max Clark,68
M. Herrera,Luis Marcelo Herrera,68
B. Pitman,Brett Pitman,68
Toquero,Gaizka Toquero Pinedo,68
M. Smith,Matt Smith,68
C. Sapong,C.J. Sapong,68
Edgar,Edgar Bruno da Silva,68
A. Trusty,Auston Trusty,68
A. Androutsos,Athanasios Androutsos,68
Álex Mula,Alejandro Mula Sánchez,68
O. Ben-Harush,Omri Ben-Harush,68
J. Stojanović,Jovan Stojanović,68
Y. Boé-Kane,Yann Boé-Kane,68
Aníbal Capela,Aníbal Araújo Capela,68
Pedrosa,André Alexandre Antunes Pedrosa,68
C. Connolly,Callum Connolly,68
N. Valentini,Nahuel Valentini,68
S. Bradley,Sonny Bradley,68
S. Lowry,Shane Lowry,68
P. Förster,Philipp Förster,68
A. Santamaría,Anderson Santamaría,68
Helito Caldeira,Helio Paulo Caldeira Andrade,68
Etxeberría,Markel Etxeberría Mendiola,68
F. Raspentino,Florian Raspentino,68
G. Papunashvili,Giorgi Papunashvili,68
E. Bennett,Elliott Bennett,68
B. Peacock-Farrell,Bailey Peacock-Farrell,68
M. Al Harbi,Mansour Al Harbi,68
J. Collins,James Collins,68
T. Pekhart,Tomáš Pekhart,68
C. Gonzalez,Claudio Gonzalez,68
A. Bono,Alexander Bono,68
G. Rodríguez,Carlos Gerardo Rodríguez Serrano,68
Iván Rodríguez,Iván Rodríguez del Pozo,68
A. Schlager,Alexander Schlager,68
J. Muñoz,José Luis Muñoz Muñoz,68
J. Reina,Javier Arley Reina Calvo,68
J. Parraguez,Javier Andrés Parraguez Herrera,68
Pablo Pérez,Pablo Pérez Rodríguez,68
J. Green,Julian Green,68
J. Shaughnessy,Joe Shaughnessy,68
P. Valdivia,Pierrick Valdivia,68
Y. Merdji,Yanis Merdji,68
G. Di Chiara,Gianluca Di Chiara,68
A. Lukić,Andrej Lukić,68
H. Yılmaz,Haydar Yılmaz,68
S. Skrabb,Simon Skrabb,68
H. Cummings,Harold Oshkaly Cummings Segura,68
J. Andersen,Jeppe Andersen,68
K. Opare,Kofi Opare,68
Álvaro,Álvaro Giménez Candela,68
D. Button,David Button,68
S. Hlanti,Sifiso Hlanti,68
S. Singh,Sarpreet Singh,68
J. Aguirre,Jorge Andrés Aguirre Restrepo,68
N. Moumi Ngamaleu,Nicolas Moumi Ngamaleu,68
A. Paleari,Alberto Paleari,68
M. Etame,Serges Flavier Mbilla Etame,68
B. Woodburn,Ben Woodburn,68
M. Svilar,Mile Svilar,68
A. Grgić,Anto Grgić,68
Alain Oyarzun,Alain Oyarzun Aguilar,68
F. Lewis,Fernando Lewis,68
J. Verhoek,John Verhoek,68
Z. Ondrášek,Zdeněk Ondrášek,68
J. Radošević,Josip Radošević,68
J. Leist,Julian Leist,68
J. Edmundsson,Jóan Símun Edmundsson,68
G. Arabidze,Giorgi Arabidze,68
R. Rodriguez,Roberto Rodriguez,68
J. Torres,José Francisco Torres Mezzell,68
M. Bareiro,Lucas Mariano Bareiro,68
L. Pirard,Lucas Pirard,68
C. Cuevas,Cristian Alejandro Cuevas Jara,68
H. Hermannsson,Hjörtur Hermannsson,68
K. Yamamura,山村 和也,68
S. Kaba,Sory Kaba,68
Ataúlfo Anjos,Ataúlfo Heitor Anjos Rosan,68
M. Busch,Marnon Busch,68
G. Ward,Grant Ward,68
E. Marcondes,Emiliano Marcondes,68
D. Gerken,Dean Gerken,68
L. Palun,Lloyd Palun,68
D. Warmerdam,Django Warmerdam,68
R. Pich,Róbert Pich,68
Deng Hanwen,邓涵文,68
C. Verdonk,Calvin Verdonk,68
R. Osorio,Raúl Andrés Osorio Medina,68
A. Pilkington,Anthony Pilkington,68
P. Gibaud,Pierre Gibaud,68
J. Zimmermann,Jan Zimmermann,68
S. Cuthbert,Scott Cuthbert,68
Héctor,Héctor Hernández Ortega,68
T. Roberts,Tyler Roberts,68
B. O'Neill,Brandon O'Neill,68
S. Whittaker,Steven Whittaker,68
J. Wright,Jake Wright Sr.,68
A. Green,André Green,68
M. Cacutalua,Malcolm Cacutalua,68
Y. Croizet,Yohan Croizet,68
O. Jansson,Oscar Jansson,68
M. Barbieri,Mariano Omar Barbieri,68
G. Togni,Gastón Alberto Togni,68
R. Cannon,Reggie Cannon,68
M. Fissore,Matías Fissore,68
D. Burbano,Hernán Darío Burbano,68
T. Belmonte,Tomás Belmonte,68
D. Mancini,Daniel  Mancini,68
L. Hallenius,Linus Hallenius,68
M. Barrow,Musa Barrow,68
T. Wellenreuther,Timon Wellenreuther,68
Kang Min Soo,강민수 康敏寿,68
F. Sears,Freddie Sears,68
Jon Erice,Jon Erice Domínguez,68
E. Kılınç,Emre Kılınç,68
Cesinha,Cesar Fernando Silva Melo,68
J. Bajandouh,Jamal Bajandouh,68
H. Kryeziu,Hekuran Kryeziu,68
Joaquín,Joaquín Fernández Moreno,68
S. Hefti,Silvan Hefti,68
C. Keita,Cheick Keita,68
Y. Ono,小野 裕二,68
P. Polomat,Pierre-Yves Polomat,68
Mandi,Armando Sosa Peña,68
M. Hašek,Martin Hašek,68
D. Koita,Djegui Koita,68
J. Magennis,Josh Magennis,68
A. Vršajevič,Avdija Vršajevič,68
J. Laporte,Julien Laporte,68
B. Zech,Benedikt Zech,68
Ícaro,Ícaro do Carmo Silva,68
Chi Zhongguo,池忠国,68
F. Falcone,Federico Matías Falcone,68
F. Boli,Franck Boli,68
B. Rother,Björn Rother,68
A. Puljić,Ante Puljić,68
S. D'Elia,Salvatore D'Elia,68
Vinícius,Paulo Vinícius Souza dos Santos,68
M. Stefaniak,Marvin Stefaniak,68
D. Díaz,Diego Díaz,68
A. Grimaldi,Adriano Grimaldi,68
A. Gravillon,Andrew Gravillon,68
D. Johnsen,Dennis Johnsen,68
Jessé Ferdeira,Jessé Jonas Ferdeira Farias,68
L. Gör,Lokman Gör,68
B. Yardımcı,Barış Yardımcı,68
A. Skúlason,Ari Freyr Skúlason,68
R. Strauß,Robert Strauß,68
J. Verlaat,Jesper Verlaat,68
L. Schmitz,Lukas Schmitz,68
J. Fontaine,Jean-Pascal Fontaine,68
F. Godoy,Fernando Godoy,68
Campabadal,Eduard Campabadal Claros,68
H. Mosquera,Hanyer Luis Mosquera Córdoba,68
J. Spence,Jordan Spence,68
J. Elliott,Jack Elliott,68
T. Aoki,青木 拓矢,68
S. Moore,Shaquell Moore,68
M. Davidson,Murray Davidson,68
Matos,José Joaquín Matos García,68
K. Haugen,Kristoffer  Haugen,68
S. Branca,Simone Branca,68
P. Hanlon,Paul Hanlon,68
J. Cétout,Julien Cétout,68
N. Pedersen,Nicklas Pedersen,68
A. Kali,Anouar Kali,68
D. Perquis,Damien Perquis,68
A. Sedlar,Aleksandar Sedlar,68
A. Novakovich,Andrija Novakovich,68
I. Kecojević,Ivan Kecojević,68
I. Cissé,Ibrahima Cissé,68
A. Santurro,Antonio Santurro,68
D. Wilson,Danny Wilson,68
M. Wölfli,Marco Wölfli,68
F. Salazar,Freddy Salazar,68
Raúl Guti,José Raúl Gutiérrez Parejo,68
S. Väisänen,Sauli Väisänen,68
P. Kitchen,Perry Kitchen,68
Cheng Yuelei,程月磊,68
V. Cabrera,Víctor Cabrera,68
B. Kısa,Bilal Kısa,68
